epoch,step,train_loss_epoch,train_loss_step,val/roc,val_loss
0,22,,,0.7581496834754944,0.6073907613754272
0,22,0.8713749647140503,,,
1,45,,,0.8496870994567871,0.4731796383857727
1,45,0.41560274362564087,,,
2,49,,0.20290607213974,,
2,68,,,0.8629659414291382,0.4599791467189789
2,68,0.2309001088142395,,,
3,91,,,0.8663945198059082,0.5129779577255249
3,91,0.12046023458242416,,,
4,99,,0.08253918588161469,,
4,114,,,0.870639443397522,0.521253228187561
4,114,0.0846024751663208,,,
5,137,,,0.866340160369873,0.5630102753639221
5,137,0.05262360721826553,,,
6,149,,0.02071158029139042,,
6,160,,,0.8637822866439819,0.6164252758026123
6,160,0.030561383813619614,,,
7,183,,,0.8659047484397888,0.6352578401565552
7,183,0.01856754720211029,,,
8,199,,0.006621415726840496,,
8,206,,,0.8677006959915161,0.6518754959106445
8,206,0.01860508695244789,,,
9,229,,,0.8669931888580322,0.6698833703994751
9,229,0.012403292581439018,,,
10,249,,0.009605448693037033,,
10,252,,,0.8686258792877197,0.6877278685569763
10,252,0.009606259874999523,,,
11,275,,,0.8683537244796753,0.6995643377304077
11,275,0.008216029964387417,,,
12,298,,,0.8685714602470398,0.7196030020713806
12,298,0.006716465577483177,,,
13,299,,0.005878349766135216,,
13,321,,,0.8678638935089111,0.7374168038368225
13,321,0.004968383815139532,,,
14,344,,,0.8674286007881165,0.7391644716262817
14,344,0.0036588970106095076,,,
15,349,,0.0029713173862546682,,
15,367,,,0.8673741817474365,0.7581099271774292
15,367,0.003550729714334011,,,
16,390,,,0.8677550554275513,0.7678925395011902
16,390,0.0030115400440990925,,,
17,399,,0.0024019815027713776,,
17,413,,,0.8672653436660767,0.7756279110908508
17,413,0.0027001737616956234,,,
18,436,,,0.8679183721542358,0.7825284004211426
18,436,0.0024528889916837215,,,
19,449,,0.002077657263725996,,
19,459,,,0.8675918579101562,0.7934525609016418
19,459,0.0038071833550930023,,,
20,482,,,0.8673741221427917,0.7965896129608154
20,482,0.0024462465662509203,,,
21,499,,0.0017427765997126698,,
21,505,,,0.8674830198287964,0.8035913705825806
21,505,0.0033096533734351397,,,
22,528,,,0.867210865020752,0.8077726364135742
22,528,0.002810003701597452,,,
23,549,,0.002581772394478321,,
23,551,,,0.8676462769508362,0.8103999495506287
23,551,0.002102549886330962,,,
24,574,,,0.8676462769508362,0.8184898495674133
24,574,0.0019153165630996227,,,
25,597,,,0.867809534072876,0.8221030831336975
25,597,0.0017282171174883842,,,
26,599,,0.0015844559529796243,,
26,620,,,0.867809534072876,0.8266860842704773
26,620,0.0015246097464114428,,,
27,643,,,0.8679728507995605,0.83283931016922
27,643,0.0014994904631748796,,,
28,649,,0.0011706886580213904,,
28,666,,,0.8679183721542358,0.8344312310218811
28,666,0.0014201393350958824,,,
29,689,,,0.8675918579101562,0.8531992435455322
29,689,0.0026403528172522783,,,
30,699,,0.0011058232048526406,,
30,712,,,0.8668299913406372,0.8435356020927429
30,712,0.0014333080034703016,,,
31,735,,,0.8673197031021118,0.846221387386322
31,735,0.0016741317231208086,,,
32,749,,0.0014369059354066849,,
32,758,,,0.8675374984741211,0.850371241569519
32,758,0.001583910663612187,,,
33,781,,,0.8672109246253967,0.8575714230537415
33,781,0.0016546908300369978,,,
34,799,,0.0013744261814281344,,
34,804,,,0.8677006959915161,0.8532917499542236
34,804,0.0012191830901429057,,,
35,827,,,0.8677006959915161,0.8601037859916687
35,827,0.0011224967893213034,,,
36,849,,0.001589376013725996,,
36,850,,,0.8679183721542358,0.8615520000457764
36,850,0.0011059565003961325,,,
37,873,,,0.8676462769508362,0.8740620017051697
37,873,0.001537392265163362,,,
38,896,,,0.867210865020752,0.873018741607666
38,896,0.0017408709973096848,,,
39,899,,0.000888469279743731,,
39,919,,,0.8670476078987122,0.8666825890541077
39,919,0.0011480405228212476,,,
40,942,,,0.8672653436660767,0.8757824301719666
40,942,0.0014605042524635792,,,
41,949,,0.001582219498232007,,
41,965,,,0.8672653436660767,0.8763861656188965
41,965,0.0011976149398833513,,,
42,988,,,0.8674285411834717,0.8783268332481384
42,988,0.001141682150773704,,,
43,999,,0.0006584242801181972,,
43,1011,,,0.8673741221427917,0.8781672716140747
43,1011,0.0010081243235617876,,,
44,1034,,,0.8673197031021118,0.881342887878418
44,1034,0.0012441733852028847,,,
45,1049,,0.0011657238937914371,,
45,1057,,,0.8669931888580322,0.8815113306045532
45,1057,0.00092915358254686,,,
46,1080,,,0.867210865020752,0.886389434337616
46,1080,0.0011531197233125567,,,
47,1099,,0.0007965097902342677,,
47,1103,,,0.8673197031021118,0.8836197853088379
47,1103,0.0008752132416702807,,,
48,1126,,,0.8673197031021118,0.8870675563812256
48,1126,0.0009104577475227416,,,
49,1149,,0.0004572847974486649,,
49,1149,,,0.867210865020752,0.8870047330856323
49,1149,0.0008448058506473899,,,
