,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
659,17298733,CC1=CC(=C(C=C1)NC(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)C,Inactive
660,5201260,C1CCN(C1)C(C2=CC=C(C=C2)Cl)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive
661,54679959,C=CCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NCC3=CC4=C(C=C3)OCO4)O,Inactive
662,3278036,C1C(OC2=CC=CC=C2O1)CNC(=S)NC3=CC=C(C=C3)Br,Inactive
663,265996,C1=CC=C(C=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,Inactive
664,257457,C1=CC(=C(C(=C1)Cl)O)CC2=C(C(=CC(=C2)Cl)Cl)O,Inactive
665,2976904,COC1=C(C=C(C=C1)Cl)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=CN=CC=C4,Inactive
666,1318,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,Inactive
667,16188186,C1=CC2=NC(=CN2C=C1)CCNC(=O)C3=NOC(=C3)COC4=C(C=CC=C4F)F,Inactive
668,25163611,COC1=CC=CC=C1C(=O)NC(CCSC)C(=O)NNC(=O)C2=CC=CC=C2O,Inactive
669,11957195,CC1CCCC(N1C2=NN=C(S2)NC(=O)C3=NOC(=C3)C4=CC=C(C=C4)Br)C,Inactive
670,1716838,C1=CC=C(C(=C1)C(=O)NC(C(F)(F)F)(C(F)(F)F)NC2=NC3=C(S2)C=C(C=C3)[N+](=O)[O-])Cl,Inactive
671,261769,C1=CC2=C(C=C1Cl)C(=O)C3=C2C(=CC(=C3)Cl)O,Inactive
672,2425999,C1=CC=C(C(=C1)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=N3)Cl,Inactive
673,7314659,C1=CC=C(C=C1)/C=C/C(=O)C2=C(C(=O)C=CC(=C2)Br)O,Inactive
674,2373962,C1CCC(CC1)CNC(=S)NC2=CC=C(C=C2)SC(F)F,Inactive
675,20900500,C1=CC=NC(=C1)C2=NN=C(C=C2)SCC(=O)NC3=CC(=CC=C3)F,Inactive
676,2425984,CCC1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=N3,Inactive
677,24819690,CC1=CC(=C(C=C1)OC)NC(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O,Inactive
678,2977478,CCOC1=CC=C(C=C1)C(C2=CC(=C3C=CC=NC3=C2O)Cl)NC4=CN=CC=C4,Inactive
679,2125555,COC1=CC=CC(=C1)N=NC2=C(C3=C(C=CC=N3)C=C2)O,Inactive
680,27200,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O,Inactive
681,870364,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)NNC(=O)C3=CC=CC=C3Cl,Inactive
682,3679708,C1=CC(=CC=C1NC(=O)NC2=CC(=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)F,Inactive
683,16193002,CCCCCCCCCC[N+]1=CC=CC2=C1C=CC3=CC=CC=C32.[I-],Inactive
684,6416438,CC1=NN=C(C2=CC=CC=C12)NCCC3=CC=CC=C3,Inactive
685,135521488,CC1=CC(=NC(=N1)SCC2=CC=C(C=C2)C(=O)N/N=C/C3=C(C=CC(=C3)OC)O)C,Inactive
686,49790185,CC1=CC=C(C=C1)C2=CN=C(N2)C(C3=CC(=CC(=C3)Cl)F)O,Inactive
687,6293,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,Inactive
688,9684005,COC1=CC=C(C=C1)N/N=C/C2=C(C=CC3=CC=CC=C32)C(=O)O,Inactive
689,1224895,CC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=CC(=CC=C1)[N+](=O)[O-],Inactive
690,135521596,C1=CC=C(C=C1)C(=N/N=C/C2=C(C(=C(C=C2)O)O)O)C3=CC=CC=C3,Inactive
691,2956767,CC1=C(C(=CC=C1)NC(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)C,Inactive
692,2098889,CCOC1=CC2=C(C=C1)NC(=O)/C(=C/C3=CC=CS3)/S2,Inactive
693,5072425,C1CCC(CC1)NC(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O,Inactive
694,7314657,CC1=CC(=CC=C1)/C=C/C(=O)C2=C(C(=O)C=CC(=C2)Br)O,Inactive
695,24686279,CN(CC(=O)NC1=CC(=CC=C1)F)C(=O)CC2CCCCC2,Inactive
696,2742253,C1COC2=C1C=C(C=C2)CNC(=O)NC3=CC=CC(=C3)C(F)(F)F,Inactive
697,670460,C1OC2=C(O1)C=C(C=C2)C(=O)NN=CC3=C(C=CC4=CC=CC=C43)O,Inactive
698,681321,C1=CC=C(C=C1)NC(=O)NC2=CC(=C(C=C2)Br)Cl,Inactive
699,53383533,CC1=NC2=C(C=C1)C=CC(=C2O)C(C3=CC(=CC=C3)OC)NC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive
700,955258,CCC(=O)C1=CN(C2=CC=CC=C21)CC(=O)NC3=CC=C(C=C3)OC,Inactive
701,135473431,CC1=CC(=C(C=C1)/C=N/NC(=O)C2=NNC(C2)(C3=CC=CC=C3)C4=CC=CC=C4)O,Inactive
702,1380879,C1=CC=NC(=C1)NC2=NC3=C(C=CC=C3O)C=C2,Inactive
703,136417,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC)OC,Inactive
704,2371608,C1CCC(CC1)NC(=S)NC2=CC=C(C=C2)SC(F)F,Inactive
705,3840152,CCSCCC1=NN=C(S1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,Inactive
706,805682,C1CCC(CC1)NC(=S)NC2=CC=C(C=C2)Br,Inactive
707,12005566,CCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCC.[I-],Inactive
708,135517143,C1=CC=C(C=C1)C2=C(N(C=N2)CCC(=O)N/N=C/C3=CC=CC=C3O)C4=CC=CC=C4,Inactive
709,4878031,C1=CC=C(C=C1)C(CC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N)NC(=O)C3=CC=CC=C3Cl,Inactive
710,4233114,CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CNCC3=C(C=C(C=C3)Cl)Cl,Inactive
711,2359905,CC1=C(C=C(C=C1)NC(=S)NC2=CC(=C(C=C2)OC(F)F)Cl)F,Inactive
712,3356718,CC1=CC=C(C=C1)C(=O)CC(=O)COC2=C(C=C(C=C2)Cl)C,Inactive
713,2426064,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC3=CC=C(C=C3)Cl,Inactive
714,135425036,CC1=CC=C(C=C1)NCCCC(=O)N/N=C/C2=CC=CC(=C2O)CC=C,Inactive
715,1260931,CCOC1=CC=C(C=C1)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C4=CC=CO4,Inactive
716,3841172,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3C2=O)C(=O)C4=CC=CC=C4,Inactive
717,135517024,CC1=CC(=CC=C1)N=NC2=C3C=CC=NC3=C(C=C2)O,Inactive
718,7207482,C1=CC=NC(=C1)C2=NN=C(C=C2)SCC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive
719,44142080,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(O3)C4=CC(=CC=C4)F)O,Inactive
720,690911,C1=CC=C(C=C1)C2=NC3=CC=C4C(=NON4O)C3=C2,Inactive
721,11979278,CC1=CC=C(C=C1)C(C2=CC=C(C=C2)C)(C(=O)NNC3=NC4=CC=CC=C4C=C3)O.Cl,Inactive
722,67238,C1=CC=C2C(=C1)C3=CC(=C(C=C3N2)O)C(=O)NC4=CC=C(C=C4)Cl,Inactive
723,25162935,CCOC1=CC=C(C=C1)OCCCC(=O)ON=C(C2=CC=CC=C2Cl)N,Inactive
724,3126794,COC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive
725,2811009,C1=CSC(=C1)C(=O)NNC2=C(C=CC(=C2)Cl)Cl,Inactive
726,135498029,CC1=NN(C(=C1)C2=CC=CC=C2)C3=NC=NC(=C3)N/N=C/C4=CC=CC=C4O,Inactive
727,2767943,C1=CC=C(C=C1)C2=C(SN=N2)C(=O)NC3=C(C=CC(=C3)Cl)O,Inactive
728,18109124,C1CN(CCC1C(=O)NNC(=O)C2=CC=CC=C2O)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive
729,135779770,CC1=C(C(=O)NC(=O)N1)/C=N/NC(=O)[C@H](CC2=CC=CC=C2)N.Cl,Inactive
730,9594933,CC1=NC2=CC=CC=C2C(=C1)N/N=C/C3=CC=C(C=C3)N(C)C,Inactive
731,2949097,CNCCCCOC1=CC=CC=C1C2=CC=CC=C2.C(=O)(C(=O)O)O,Inactive
732,1088584,CC1=CC=C(C=C1)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C,Inactive
733,20886726,CCCOC1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N=C(S3)N4CCOCC4,Inactive
734,5310396,C1=CC=C(C=C1)CCCC(=O)NCC2=CN3C=CSC3=N2,Inactive
735,25102720,CCC1[C@@](C(C(C(=NOCOCCOC)C(C[C@@](C(C(C(C(C(=O)O1)C)OC2C[C@@](C(C(O2)C)O)(C)OC)C)O[C@H]3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Inactive
736,9507785,C1COC2=C(C=C(C=C2)NC(=O)CN3C4=CC=CC=C4N=C3CO)OC1,Inactive
737,734393,CC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC(=CC=C2)Cl,Inactive
738,2911922,CC(C)OC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(N2)C=CC=N3,Inactive
739,1136282,C1=CC=C(C=C1)CN2C(=NN=C2SCC(=O)NNC(=O)C3=CC=CC=C3O)C4=CC=CC=C4,Inactive
740,49786857,CC1=C(C=CC(=C1)C(C2=NC=C(N2)C3=CC=C(C=C3)OC4=CC=CC=C4)O)F,Inactive
741,7661749,C1=CC=C2C(=C1)C=C(O2)C(=O)NNC(=O)C3=CC=CC=C3O,Inactive
742,5309243,CN(C)C1=CC=C(C=C1)NC(=O)CN2C=C3CCCCC3=N2,Inactive
743,6905163,COC1=CC=C(C=C1)C2=NN(C=C2/C=N/NC(=S)N)CCC(=O)O,Inactive
744,24790480,CN(C1CCOC1)C(=O)C2=NOC(=C2)COC3=CC(=C(C=C3)F)F,Inactive
745,750769,C1=CC(=CC=C1F)S(=O)(=O)NNC(=O)C2=C(C=CC(=C2)Cl)O,Inactive
746,25102580,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O.O,Inactive
747,341818,CN(C)CCNC1=C2C(=CC=C1)SC3=C(C2=O)C=C(C=C3)O,Inactive
748,9464695,CCN1C(=CC(=C1C)C(=O)COC(=O)CNC(=O)C2=CC=CO2)C,Inactive
749,2865236,C1=CC=C(C(=C1)C2C3C(=NC4=CC=CC=C4S2)C5=CC=CC=C5C3=O)F,Inactive
750,1263653,C1CN(CCN1CC2=CC(=C3C=CC=NC3=C2O)Cl)C4=CC=C(C=C4)F,Inactive
751,5310288,CCS(=O)(=O)NCCC1=CSC(=N1)C2=CN=CC=C2,Inactive
752,4049488,CCCCN1C2=CC=CC=C2N=C1CNC(=O)CC3=CC=CC=C3,Inactive
753,135691237,C=CCN=C1N(C(=CS1)C2=CC=CO2)/N=C/C3=C(C(=C(C=C3)O)O)O,Inactive
754,3240863,CCC(C)NC(=O)C1C2=CC=CC=C2C(=O)N1CC3=C(C=CC(=C3)OC)OC,Inactive
755,1456351,CCCN1C(=NN=C1SCC(=O)NC2CCCC2)C3=CC=CC=N3,Inactive
756,7314670,CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C(=O)C=CC(=C2)Br)O,Inactive
757,5094048,C1=CC(=CC(=C1)F)NC(=O)CSC2=NC3=C(N2)C=C(C=N3)Cl,Inactive
758,5431927,C/C(=N/NC(=O)C1=CC2=CC=CC=C2C=C1O)/C3C(=O)C4=CC=CC=C4C3=O,Inactive
759,2957797,C1C2CC3CC1CC(C2)(C3)NC(=O)NNC(=O)C4=CC5=C(C=C4)OCO5,Inactive
760,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,Inactive
761,51359460,CC(C)C[C@H]1CNC(=S)N1C[C@H]2CCCN2C[C@H](CC3=CC=CC=C3)N4C[C@@H](N(C4=S)CC5CCCCC5)CC6=CC=C(C=C6)O,Inactive
762,46942569,CC1=C(C=CC(=C1)C(C2=NC=C(N2)C3=CC(=CC=C3)OC)O)F,Inactive
763,4299085,CN1CCN(CC1)C(C2=CC=C(C=C2)Cl)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive
764,3549885,CN1CCN(CC1)C(C2=CC=C(C=C2)Br)C3=CC(=C4C=CC=NC4=C3O)Cl,Inactive
765,1136683,COC1=CC(=C(C=C1)OC)C(=O)CN2N=C(N=N2)C3=CC=C(C=C3)N4CCOCC4,Inactive
766,332908,CC1=CC2=C(C=C1)N=C(C=C2C)NN=C(C)C3=CC=CC=N3,Inactive
767,135829854,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)OC)N=NC2=C3C=CC=NC3=C(C=C2)O,Inactive
768,16189147,CN(CC1=NC(=NO1)CC2=CC(=C(C=C2)OC)OC)CC3(CCCCC3)N4CCOCC4,Inactive
769,20899575,CCC1=CC=C(C=C1)NC(=O)CCC(=O)N2CCSC3=CC=CC=C32,Inactive
770,53383536,CC1=NC2=C(C=C1)C=CC(=C2O)C(C3=CC=C(C=C3)Cl)NC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive
771,808844,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NN=C(S2)C3=CC=NC=C3,Inactive
772,2328694,C1=CC=C(C=C1)NC(=O)NC2=CC(=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Inactive
773,135521622,CC(C)N=C1N(C(=CS1)C2=CC=CS2)/N=C/C3=C(C(=C(C=C3)O)O)O,Inactive
774,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Inactive
775,973007,CC(=O)C1=CN(C2=CC=CC=C21)CC(=O)NC3=CC=CC=C3,Inactive
776,24982058,C1=CSC(=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NNC(=O)C3=C(C=CC(=C3)Cl)O,Inactive
777,98363,CC1C2CN3CCC4(C3CC2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O,Inactive
778,4094710,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,Inactive
779,774,C1=C(NC=N1)CCN,Inactive
780,2732355,CC1=C(C(=CC=C1)C)N2C(=O)CC(C2=O)SC(=O)C,Inactive
781,2739967,C1CN(C(C2=C1C3=CC=CC=C3N2)C(F)(F)F)C(=O)C4=CC(=CC=C4)C(F)(F)F,Inactive
782,332157,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NN=CC3=C(C(=CC(=C3)Cl)Cl)O,Inactive
783,2318529,C1=CC=C2C(=C1)C(=CC(=N2)C3=CN=CC=C3)C(=O)NNC(=O)NC4=CC=C(C=C4)Cl,Inactive
784,24818775,C1=CC=C2C=C(C(=CC2=C1)C(=O)NNC(=O)NC3=C(C=C(C=C3)F)F)O,Inactive
785,5310438,CC(C(C1=CC=CS1)N2CCOCC2)NC(=O)C3CCCCC3,Inactive
786,3319171,CCC(C)(C(=O)NC1CCCCC1)N(CC2=CC=CS2)C(=O)C3=CNC(=O)C=C3,Inactive
787,135446674,C1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=C(C=C2)[N+](=O)[O-])/C(=O)N/N=C/C3=C(C(=C(C=C3)O)O)O,Inactive
788,1557000,COC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CC(=O)NNC(=O)C3=CC=CC=C3O,Inactive
789,4023389,CC1=CC=CC=C1C(=O)NCC(C)NC(=O)C2=CC=CC=C2C,Inactive
790,44143212,CN(C)C1=CC=C(C=C1)C2=CC(=C3C(=C2)C=CC=N3)O.C(=O)(C(F)(F)F)O,Inactive
791,340909,CCN(CCOC(=O)NC1=CC=C(C=C1)Cl)C(=O)NC2=CC=C(C=C2)Cl,Inactive
792,5309745,CC1=CC=C(C=C1)C2=NC(=C(O2)C)CS(=O)CC(=O)NCC3=CC=CC=C3,Inactive
793,2618,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,Inactive
794,2770510,C1=CC=C(C(=C1)N=NC2=CC(=C(C=C2)O)C=O)Cl,Inactive
795,2150804,CC1=C2C(=C(C=C1)OC)N(C(=NC(=O)C3=CC=CC=C3)S2)C,Inactive
796,5939037,CC1=CC=C(C=C1)/C=C/C(=O)C2=C(N=C3N2C=CC=C3)C,Inactive
797,24747073,C1CN2CCC1C(C2)NCC3=CC=C(C=C3)F.Cl,Inactive
798,3784439,C1=CC(=CC(=C1)C(F)(F)F)C2=NC3=C(C=CC(=C3)Cl)C(=O)N2O,Inactive
799,7314606,CC1=CC(=C(C=C1)/C=C/C(=O)C2=C(C(=O)C=CC=C2)O)C,Inactive
800,16190099,C1CC(CN(C1)CCCN2C=CC=N2)C(=O)C3=CC(=C(C=C3)C4=CC=CC=C4)F,Inactive
801,2133777,C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=NC=NN4,Inactive
802,2818869,CC(C)(C)C(=O)NC1=C(C(=NN1C2=CC=CC=C2)C3CC3)Br,Inactive
803,2161217,CC1=C(N=C(N=C1C)SCC(=O)NC2=CC=C(C=C2)N3CCOCC3)C,Inactive
804,2813573,COC1=CC=C(C=C1)C(=O)COC2=NC=NC3=C2C=CC(=C3)Cl,Inactive
805,6870710,CN1C=C(C(=N1)C(=O)N/N=C/C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive
806,727807,CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)F)Cl,Inactive
807,6466215,COC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC(=CC=C2)F,Inactive
808,4176489,C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=CC=C(C=C3)NC4=NC5CS(=O)(=O)CC5S4,Inactive
809,5308528,COC1=CC=CC=C1S(=O)(=O)CC2=CC=C(O2)C(=O)N3CCOCC3,Inactive
810,16274323,CC1=CC(=C(C(=C1C)S(=O)(=O)N2CCC(CC2)C(=O)NNC(=O)C3=CC=CC=C3O)C)C,Inactive
811,1988937,C1=CC(=CC(=C1)Br)CSC2=NN=C(N2N)C3=CC=NC=C3,Inactive
812,4531915,C1=CC=C(C=C1)CSC2=C(C=CC=N2)C=O,Inactive
813,2994342,CCC(=O)NC1=CC=C(C=C1)CCC(=O)N2CCCC2,Inactive
814,135447480,C1=CC=C2C(=C1)C(=O)NC(=N2)SCC(=O)N(CCC#N)C3=CC=C(C=C3)F,Inactive
815,2448645,C1=CC=C2C(=C1)C(=NN(C2=O)CCSC3=CC=CC=C3F)C(=O)O,Inactive
816,4753825,C1C(CN(C1=O)C2=CC=CC(=C2)C(F)(F)F)C3=NC4=CC=CC=C4N3,Inactive
817,46942812,CC1(CCN1C(=O)C/C=C/C2=CC=CC=C2)C(=O)NS(=O)(=O)C3=CC=CC=C3,Inactive
818,1440171,C1COCCN1C(=O)CN2N=C(N=N2)C3=CC=CC=C3NC(=O)C4=CC=C(C=C4)F,Inactive
819,662515,CCOC(=O)C1=C(C2=CC(=C(C=C2N1)OC)OC)NC(=O)C3=NON=C3C,Inactive
820,2148437,CCCC(=O)NC1=CC(=O)N(C(=O)N1C)C,Inactive
821,83699,CC1=NC=CN1CC2=CC=CC=C2,Inactive
822,7314658,CCC1=CC=C(C=C1)/C=C/C(=O)C2=C(C(=O)C=CC(=C2)Br)O,Inactive
823,2813282,CC(C)(C)C1=CC2=NC3=C(CN(C3=O)CC4=CC=CC=C4)C(=O)N2N1,Inactive
824,830753,C1=CC=C(C=C1)C2=NC3=CC=CC=C3N=C2C4=CC=C(C=C4)O,Inactive
825,6302331,C1=CC(=C(C(=O)C=C1)O)C(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive
826,135472547,COC1=C(C=CC(=C1)/C=N/NC(=O)C2=CC=NC=C2)O.O,Inactive
827,7727818,CC1=C(C(=CC=C1)NC(=O)COC(=O)CN2CCCCCC2=O)C,Inactive
828,2266188,CN1C(=NN=N1)SCC2=CC=C(C=C2)F,Inactive
829,800005,CC1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N=NN(C)C,Inactive
830,2614419,CC1=CC(=CC=C1)NC(=O)COC(=O)C2=C(ON=C2C3=CC=CC=C3)C,Inactive
831,3163684,CC(=O)N1C(CC(=N1)C2=CC(=CC=C2)O)C3=CC=CS3,Inactive
832,23723105,CN1CCN(CC1)C(=O)N(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Inactive
833,23723904,CC(=C)CNC(=O)C1CCC(=O)N(C1)CCCC2=CC=CC=C2,Inactive
834,5239152,CCNC(=S)N(CCC1=C(NC2=C1C=C(C=C2)C)C)CC3=CC=CO3,Inactive
835,3245758,CC1=CC(=NO1)C(=O)N(C2CCCCC2)C3CCCCC3,Inactive
836,4790440,CCC1=NOC(=C1C(=O)OCC(=O)NC2=CC3=C(C=C2)OCO3)C,Inactive
837,4753644,CC(=O)NCCCC1=NC2=CC=CC=C2N1CC3=CC=CC=C3F,Inactive
838,4617706,CC1=C(SC(=C1C#N)NC(=O)C(C)(C)C)CC2=CC3=C(C=C2)OCO3,Inactive
839,16017341,C1CCN(C1)S(=O)(=O)C2=NN=C(S2)NC(=O)COC3=CC=CC=C3Cl,Inactive
840,753202,CCOC1=CC=C(C=C1)NC(=O)NC2=CC3=NSN=C3C=C2,Inactive
841,24792200,C1CCN(CC1)NC2=CC(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])OC3=C(C=CC=C3Cl)Cl,Inactive
842,5280483,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C,Inactive
843,5307359,CCOC1=CC=C(C=C1)CN2C(=C(N=N2)C(=O)NC3=C(C=C(C=C3)OC)OC)N,Inactive
844,3163796,CC1CC2=CC=CC=C2N1C(=O)CCN3C4=CC=CC=C4OC3=O,Inactive
845,4262396,C1C(C(OC1N2C=NC3=C2NC=NC3=S)CO)O,Inactive
846,2816297,C1=CC=C2C(=C1)C(=CS2)NC(=O)NC3=CC=C(C=C3)F,Inactive
847,16189127,C1CN(CCN(C1)C(=O)C2=CC=CO2)CC3=NC(=NO3)C4=CC5=C(C=C4)OCO5,Inactive
848,997372,COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3,Inactive
849,7530182,CC(C)C[C@@H](C(=O)O)NC(=O)N1CCCCCC1,Inactive
850,822448,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CN=C(C=C3)Cl,Inactive
851,979593,CCOC1=C(C=C(C=C1Br)CNC2=CC=C(C=C2)N3CCOCC3)OC,Inactive
852,15323993,COC1=C(C=C2C(=C1)CC[N+]3=CC4=CC(=C(C=C4C(=C23)C(=O)OC)OC)OC)OC.[O-]Cl(=O)(=O)=O,Inactive
853,2809567,CN(C1=NC(=CS1)C2=CC=C(S2)Cl)C(=O)C3CCC3C(=O)O,Inactive
854,4890354,CC1=CC=CC=C1CN2C(=NC3=C2C(=O)N(C(=O)N3C)C)CN4CCN(CC4)C(=O)C5=CC=CO5,Inactive
855,17148682,C1=CC(=CC=C1C(=O)NC2=CC3=C(C=C2)NN=C3)F,Inactive
856,3751260,CCCC[N+]1=CN(C=C1)C2=NC3=CC=CC=C3N=C2N=S(=O)(C4=CC=CS4)[O-],Inactive
857,2131481,CC1=C(SC2=C1C(=O)NC(=N2)SCC(=O)NCC=C)C,Inactive
858,3104536,CC(CC1=CC=CC=C1)NC(=O)CCCCC(=O)NC(C)CC2=CC=CC=C2,Inactive
859,794136,C1=CC=C(C=C1)C(=O)COC2=CC3=CC=CC=C3C=C2,Inactive
860,7196421,CN1C=C(C(=O)N(C1=O)C)S(=O)(=O)N2CCC(CC2)C(=O)N,Inactive
861,8099633,CC1=CC(=C(C=C1)C)NS(=O)(=O)C2=C(N=C3N(C2=O)C=CS3)C,Inactive
862,5123397,CN(C)C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F,Inactive
863,5307568,CN1CCN(CC1)C(=O)C2=CN(C3=C(C2=O)C=C(C=C3)S(=O)(=O)N4CCCC4)CC=C,Inactive
864,4899114,CCN1CCN(CC1)C2=NC(=NC(=N2)NC3=C(C=CC(=C3)OC)OC)NC4=C(C=CC(=C4)OC)OC,Inactive
865,2873271,C1=CC(=C(C(=C1)Cl)Cl)CC2C(=O)N=C(S2)N,Inactive
866,2939776,CC1=CC=C(C=C1)CC(=O)NC2=NC=C(S2)[N+](=O)[O-],Inactive
867,24687838,CN1C(=O)C=CC(=N1)C(=O)NCC(=O)NC2=CC(=C(C=C2)F)F,Inactive
868,1455419,C1C(=O)N(C2=CC=CC=C2O1)CC(=O)NC3=CC=CC=C3F,Inactive
869,17253541,CCN1CCN(CC1)C(=O)C2=CC(=NS(=O)(=O)N2C)C3=CC=C(C=C3)C,Inactive
870,1712494,C1=CC=C(C=C1)OS(=O)(=O)C2=CN=CC=C2,Inactive
871,246299,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=CC=CC=N3,Inactive
872,2974758,COCCNC(=O)CN1C=C(C2=CC=CC=C21)C(=O)C3=CC=CC=C3F,Inactive
873,5082268,CN1CCSC2=C1C=C(C=C2)C(=O)NC3=CC=C(C=C3)Cl,Inactive
874,16189328,CC1=C(C(=CC=C1)NC(=O)CN(C2=CC=C(C=C2)OC)S(=O)(=O)C3=C(NC(=O)NC3=O)C)C,Inactive
875,1342143,COC1=CC=CC=C1N2CCN(CC2)CC3=CC(=C(C4=C3C=CC=N4)O)Br,Inactive
876,6498996,COC1=CC=C(C=C1)CCNC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)SC,Inactive
877,23724302,CC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N(C2=N)N.Br,Inactive
878,655222,C1CN(CCN1CC(CN2C3=CC=CC=C3C4=CC=CC=C42)O)C5=CC=CC=N5,Inactive
879,2822844,COC1=C(C=C(C=C1)S(=O)(=O)N(CCC(=O)N)CC2=CC=CO2)OC,Inactive
880,5308899,CC(CCC1=CC=CO1)NC(=O)CN2C3=C(C=N2)C(=O)OC4=CC=CC=C43,Inactive
881,15944667,CCCNC(=O)C1=NC(=C(N=C1C(=O)NC2=CC(=CC=C2)Cl)C)C,Inactive
882,7531962,COC1=CC=C(C=C1)C(=O)CSC2=NN=C3N2N=C(C=C3)C4=CC=CC=N4,Inactive
883,22519152,CN1C=C(C=C1C(=O)NC2CCCCC2)S(=O)(=O)N3CCC4=CC=CC=C43,Inactive
884,53301257,CCOC(=O)[C@]12CC3=C([C@H]1N(C(=O)C4=C2C=CC(=C4)OC)C5CCCCC5)C=CC(=C3)Cl,Inactive
