,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
205,2724387,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=S)N,Active
206,774017,C1=CC(=NC=C1Br)NC(=O)C2=CC=C(O2)[N+](=O)[O-],Active
207,3197,CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C,Active
208,5959,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],Active
209,23670318,CO/N=C(/C1=CC=CO1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)[O-].[Na+],Active
210,45281151,CC1=CC=C(C=C1)S(=O)(=O)[O-].C[N+]1=C2C=CC=CN2C=C1C3=CC=C(C=C3)C=NNC(=O)C4=CC=C(C=C4)C(=O)NN=CC5=CC=C(C=C5)C6=CN7C=CC=CC7=[N+]6C,Active
211,3246138,CNC1=C(C(=NC=N1)SC2=NC(=NC3=C2NC=N3)N)[N+](=O)[O-],Active
212,135512353,CC1=CC(=O)NC(=N1)N=N/C(=N/NC2=CC=C(C=C2)O)/C3=CC=CC=C3,Active
213,8975,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)F)N,Active
214,657237,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N,Active
215,647455,C1=CC=C(C=C1)CN2C(=O)C=CS2,Active
216,254007,C1=CC=C2C(=C1)C=CC3=C2C=C(C=N3)[N+](=O)[O-],Active
217,5904441,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(O3)[N+](=O)[O-])/C#N,Active
218,700511,CCN(CC)N=NC1=C2C(=CC(=NC2=NN1)C)C,Active
219,24747691,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O.O.Cl,Active
220,471826,C1=NC2=C(N1)C(=NC=N2)SSC3=NC=NC4=C3NC=N4,Active
221,844040,CC1=CC(=NC=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-],Active
222,298,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],Active
223,328132,CC(=O)O.C1=CC2=C(C=C1CNC3=CC(=C(C=C3)Cl)Cl)C(=NC(=N2)N)N,Active
224,667490,C1=NC2=C(N1)C(=S)N=CN2,Active
225,234636,CC(=O)NC1=CC=C(C=C1)SC2=CC=C(O2)[N+](=O)[O-],Active
226,2724350,C1=NC2=C(N1)C(=S)N=CN2.O,Active
227,769051,CC1=CC(=NC2=NNC(=C12)N=NN(C)C)C,Active
228,3385,C1=C(C(=O)NC(=O)N1)F,Active
229,19910,C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-],Active
230,3246652,C1=C(C2=NON=C2C(=C1)SC3=NC(=NC4=C3NC=N4)N)[N+](=O)[O-],Active
231,6364517,CCN\1C2=CC=CC=C2S/C1=C\C(=C\C3=[N+](C4=CC=CC=C4S3)CC)\C.[I-],Active
232,9624557,C1=CC(=CC=C1CC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-])[N+](=O)[O-],Active
233,776890,CC1=CC(=CC=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-],Active
234,773976,CC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-],Active
235,6872741,C1=CC(=CC(=C1)[N+](=O)[O-])NCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],Active
236,5469569,C1=CN=CC=C1C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],Active
237,260645,C1=CC2=C(C=C(C(=C2N=C1)O)[N+](=O)[O-])Cl,Active
238,823976,CC1=NC(=CC=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-],Active
239,9634077,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)C2=NON=C2N,Active
240,460747,CC1=NN(C2=NC(=O)N(C(=O)C2=N1)C)C,Active
241,5280,CC1=CN(C(=O)NC1=O)C2CCC(O2)CO,Active
242,9564693,C1=CC=C(C=C1)NCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],Active
243,328138,C1=CC(=CC(=C1)S(=O)(=O)C2=CC3=C(C=C2)N=C(N=C3N)N)C(F)(F)F,Active
244,6896342,CC1=CC2=C(C=C1C)N(C=N2)/N=C/C3=CC=C(O3)[N+](=O)[O-],Active
245,3938248,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=S)N,Active
246,135403208,C1=CC=C2C(=C1)[N+](=C3C=CC(=CC3=[N+]2[O-])O)[O-],Active
247,5155,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,Active
248,18283,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,Active
249,14165,C1COCCN1CC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-],Active
250,2453,C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1,Active
251,18343,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,Active
252,352938,C1=C(C(=NC(=O)N1C2C(C(C(O2)CO)O)O)N)F,Active
253,700515,CC1=CC(=NC2=NNC(=C12)N=NN3CCCCC3)C,Active
254,3366,C1=NC(=O)NC(=C1F)N,Active
255,659760,CC1=CC2=C(C=C1)[N+](=O)C(=C(N2[O-])C)C(=O)C,Active
256,8022634,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)N[C@@H](C(C)C)C(=O)O,Active
257,555237,C1=CC=C(C=C1)N2C(=C3C=CC(=CC3=[N+]2[O-])[N+](=O)[O-])C#N,Active
258,796200,C1=CC(=CC=C1C2=CN=C(N=C2)N)[N+](=O)[O-],Active
259,20848883,CN(C)CCN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O.Cl,Active
260,18283,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,Active
261,2722,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,Active
262,135400998,C1=CC=C(C=C1)NC2=[N+](C3=C(C=C(C=C3)Cl)[N+](=C2C#N)[O-])[O-],Active
263,657549,C1=CN=C(C=C1C(=O)C=[N+]=[N-])C(=O)C=[N+]=[N-],Active
264,260644,C1=CC2=C(C=C(C(=C2N=C1)O)[N+](=O)[O-])F,Active
265,16196223,CC1=CC(=CC(=[N+]1C2=CC=C(C=C2)OC)C)/C=C\3/N(C4=CC=CC=C4S3)C.[I-],Active
266,135411583,C1=CC=NC(=C1)/C=N/NC2=NN=CC(=O)N2,Active
267,339703,COC1C(C(=O)NC(=O)N1)(C(=O)OC)F,Active
268,1511784,C1=CC2=C(C(=C(C=C2[N+](=O)[O-])Cl)O)N=C1,Active
269,330095,C1=CC(=O)OC1N2C=C(C(=O)NC2=O)F,Active
270,2035178,COC1=NSN=C1NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CN=CC=C3,Active
271,5177733,C1=CC(=CC=C1C2=CN=C(N=C2)NO)[N+](=O)[O-],Active
272,219997,CCOC(=O)C1=CNC2=C(C1=O)C=C(C=C2[N+](=O)[O-])OC,Active
273,5434410,CC1=CC=C(O1)/C=N\NC(=O)C2=CC=C(O2)CN3C=C(C(=N3)[N+](=O)[O-])Br,Active
274,56603505,CCN\1C2=CC=CC=C2C(/C1=C\C=C\C3=[N+](C4=CC=CC=C4C3(C)C)CC)(C)C.[O-]Cl(=O)(=O)=O,Active
275,6473883,CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O,Active
276,3106303,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4SC(C3C2=O)C5=CC=C(C=C5)Cl,Active
277,43795,C1CN(CCN1CC2=CC=CC=C2)C3=CC=C(C4=NO[N+](=C34)[O-])[N+](=O)[O-],Active
278,279943,CC1=C(C(=NN1)C(=O)NN=CC2=CC=CC=C2Cl)N=NN(C)C,Active
279,700833,C1=CC2=C(C(=C(C=C2Cl)Cl)OC(=O)C3=CC=CS3)N=C1,Active
280,3003931,CC(=NNC(=S)N1CCC1)C2=CC=CC=N2,Active
281,648308,CC1=C(OC(=N1)NC2=CC=C(C=C2)S(=O)(=O)N)C,Active
282,84029,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,Active
283,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Active
284,5731104,C1=CC=C2C(=C1)C(=O)N(C(=N2)/C=C/C3=CC=C(O3)[N+](=O)[O-])C4=CC=C(C=C4)O,Active
285,6634,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,Active
286,16311908,COC1=NC=C(C=C1)NC(=O)CSC2=NN=C(O2)C3=CC=C(C=C3)F,Active
287,65303,C1=CC=C(C(=C1)C(=O)NNC(=O)C2=CC=CC=C2O)O,Active
288,135455068,C/C(=N\NC1=CC=CC=C1O)/N=NC2=NC3=CC=CC=C3S2,Active
289,24791257,CC1=C(C(=CC=C1)C)OCC2=CC(=NO2)C(=O)N(C)CC3=NC4=CC=CC=C4N3,Active
290,800459,C1=CC=C(C(=C1)CNC(=S)NC2=CC=C(C=C2)F)Cl,Active
291,340558,C1C(C(OC1N2C=C(C(=NC2=O)N)Cl)CO)O,Active
292,3613382,C1C(OC(C1O)N2C=NC3=C2NC(=NC3=S)N)CO,Active
293,2746659,C1=CC=C(C=C1)NC(=O)CSC2=NNC(S2)C3=CC=CC=N3,Active
294,3446799,C1=CC=C(C(=C1)C=NNC(=S)NN=CC2=CC=CC=C2O)O,Active
295,6103,C1=CC2=C(C=C1Cl)N=C(O2)N,Active
296,9685240,C1=CC=NC(=C1)/C=N/NC2=C(C(=NC=N2)Cl)N,Active
297,1285782,C1OC2=C(O1)C=C(C=C2)CC(=O)NN=CC3=CC=C(O3)[N+](=O)[O-],Active
298,40237,C1=CC2=C(C=C1Cl)OC(=N2)N,Active
299,16193032,CCN1/C(=C/C2=[N+](C3=CC=CC=C3C=C2)CC=C)/C=CC4=C1C=CC(=C4)C.[Br-],Active
300,3766627,C1=CC(=CN=C1)NC(=S)NN=CC2=NC=C(C=C2)O,Active
301,4122039,C1=CC=C2C(=C1)NC(=N2)CNC(=S)NC3=CC=C(C=C3)OC(F)F,Active
302,3164059,CCCC1=NN(C2=NC(=O)N(C(=O)C2=N1)C)C,Active
303,9500339,CC1=NNC(=S)N(C1=O)NC(=O)CC(=O)NN2C(=O)C(=NNC2=S)C,Active
304,3034621,C1=CC2=C(C=CN=C2C=NNC(=S)N)C(=C1)N,Active
305,969982,C1=CC=NC(=C1)C(=O)NNC(=S)NC2=CC(=C(C=C2)Cl)Cl,Active
306,451668,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,Active
307,3129251,CCCCC(=O)NC(C1=CC=C(C=C1)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,Active
308,159917,COC1=CC(=NC(=C1)C2=CC=CC=N2)C=NO,Active
309,1994988,COC1=NSN=C1NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=NC=C3,Active
310,2821421,C1=CSC(=C1)S(=O)(=O)C2=NC=CN=C2C#N,Active
311,135541149,C1=CC(=CN=C1)NC(=S)N/N=C/C2=C(C(=C(C=C2)O)O)O,Active
312,769054,CC1=CC(=NC2=NNC(=C12)N=NN3CCOCC3)C,Active
313,3130447,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N=CC3=C(N(C(=O)NC3=O)C4=CC=CC=C4)O,Active
314,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Active
315,16413079,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N/N=C(/COC3=CC=C(C=C3)Cl)\N,Active
316,3005256,CCN(C1=CN=C(C2=CC=CC=C21)C=NNC(=S)N)C(=O)C,Active
317,5371064,C/C(=N\NC(=S)NCC=C)/C1=CC=CC=N1,Active
318,3329253,C1=CC=C(C=C1)NC(=S)NN=CC2=NC=C(C=C2)O,Active
319,2872439,CC(=O)NC(C1=CC2=CC=CC=C2C=C1)C3=C(C4=C(C=CC=N4)C=C3)O,Active
320,3032423,C1=CC=C2C(=C1)C=CN=C2C=NNC(=S)N,Active
321,3129248,CCCCC(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CC=C3OC,Active
322,4040288,C1=CC(=CC(=C1)N)C2=CC(=NC=C2)C=NNC(=S)N,Active
323,3110288,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N=CC3=C(NN(C3=O)C4=CC(=CC=C4)Cl)C,Active
324,9678687,C1=CC=NC(=C1)/C=N/NC2=NC(=O)NN=C2,Active
325,1814,CCC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,Active
326,355450,C1CC(OC1CO)N2C=C(C(=NC2=O)N)F,Active
327,2922048,CCCCC(=O)NC(C1=C(C=C(C=C1)Cl)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,Active
328,6322955,C1=CC=C(C=C1)OCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],Active
329,135437688,CN1C2=CC=CC=C2C(=C1O)/C=N/NC(=O)C3=CC4=CC=CC=C4C=C3O,Active
330,6825,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC=N3)O,Active
331,6708818,C1[C@@H]([C@H](OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,Active
332,2877075,CCCC(=O)NC(C1=CC=C(C=C1)N(C)C)C2=C(C3=C(C=CC=N3)C=C2)O,Active
333,916230,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)NC(=O)N3,Active
334,2876668,CCCC(=O)NC(C1=CC=CC=C1)C2=C(C3=C(C=CC=N3)C=C2)O,Active
335,161532,C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O,Active
336,2876744,CCC(=O)NC(C1=CC=C(C=C1)C)C2=C(C3=C(C=CC=N3)C=C2)O,Active
337,3129244,CCCCC(=O)NC(C1=CC=CC=C1)C2=C(C3=C(C=CC=N3)C=C2)O,Active
338,1880649,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC(=S)NNC(=O)C3=CC=CC=C3O,Active
339,135576680,C1=CC(=C(C=C1O)O)/C=N/NC(=O)C(=O)N/N=C/C2=C(C=C(C=C2)O)O,Active
340,2108350,CCOC1=CC=C(C=C1)NC(=S)NCC2=NC3=CC=CC=C3N2,Active
341,135452424,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=NNC2=O,Active
342,135504720,C/C(=N\N=C/1\NC(=O)C(S1)CC(=O)O)/C2=CC=CC=N2,Active
343,135517162,CC(C)(C)C1=NN=C(N(C1=O)N)N/N=C/C2=C(C=CC(=C2)Br)O,Active
344,135521434,CCN(CC)C1=CC(=C(C=C1)/C=N/NC(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3OC)O,Active
345,3129253,CC(C)C(=O)NC(C1=CC(=CC=C1)[N+](=O)[O-])C2=C(C3=C(C=CC=N3)C=C2)O,Active
346,135439902,C1=CC=C(C=C1)/C(=N\NC2=CC=C(C=C2)Br)/N=NC3=NNN=N3,Active
347,46380,C1=CC2=C(C=C1Br)N=C(O2)N,Active
348,135490259,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NN=C(C4=CC=CC=C43)C5=NC=CN5)O,Active
349,225786,C1=CC=C(C(=C1)C(=O)O)[As](=O)(O)O,Active
350,3136122,CCC(=O)NC(C1=C(C=C(C=C1)Cl)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,Active
351,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,Active
352,16192804,CCN\1C2=C(C=C(C(=C2)C)C)S/C1=C\C3=[N+](C4=C(C=C3)C=C(C=C4)C)CC.[I-],Active
353,2876611,CCCC(=O)NC(C1=CC=C(C=C1)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,Active
354,5328,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Active
355,5329,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,Active
356,6256,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,Active
357,2831996,C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=CC=CC=N3,Active
358,1237692,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4,Active
359,2865851,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4SC(C3C2=O)C5=CC(=CC=C5)F,Active
360,135736487,C1=CC(=C(C(=C1)O)O)/C=N/NC2=NN=C(C=C2)Cl,Active
361,49790119,CC1=CC(=CC(=C1)C(C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)O)C,Active
362,3129250,CCCCC(=O)NC(C1=CC(=C(C=C1)OC)OC)C2=C(C3=C(C=CC=N3)C=C2)O,Active
363,496641,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OCC4C=C(C(=O)C(O4)N5C=C(C(=O)NC5=O)F)F,Active
364,3129242,CCCC(=O)NC(C1=CC(=CC=C1)[N+](=O)[O-])C2=C(C3=C(C=CC=N3)C=C2)O,Active
365,3361499,CC1=CC(=NO1)NC(C2=CC=C(C=C2)Cl)C3=C(C4=C(C=CC=N4)C=C3)O,Active
366,1883073,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC(=S)NNC(=O)C3=C(C=C(C=C3)O)O,Active
367,2921215,CCCC(=O)NC(C1=C(C=C(C=C1)Cl)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,Active
368,392783,CC(=NNC1=NC2=CC=CC=C2S1)C3=NC=NC=C3,Active
369,3129245,CCCCC(=O)NC(C1=CC(=CC=C1)[N+](=O)[O-])C2=C(C3=C(C=CC=N3)C=C2)O,Active
370,56643206,C1=CC=C(C=C1)NC2=CN=C3C(=C2)C=CC=C3O.C(=O)(C(F)(F)F)O,Active
371,3113279,C1=CC(=CC=C1N=CC2=C(N(C(=O)NC2=O)C3=CC=C(C=C3)Cl)O)S(=O)(=O)NC4=NC=CS4,Active
372,135497995,C1CCC2(C1)CC3=CC=CC=C3/C(=C/C(=O)C(=O)N/N=C/C4=CC=CC=C4O)/N2,Active
373,3728,C1=CC2=C(C(=C(C=C2I)I)O)N=C1,Active
374,7207419,C1=CC=C(C=C1)C(=O)CSC2=NN=C(C=C2)C3=CC=CC=N3,Active
375,1315290,C1COCCN1C2=C(C=C(C=C2)NC(=O)CSC3=NC4=CC=CC=C4S3)Cl,Active
376,5351279,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-],Active
377,3129252,CCCCC(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CC=C3Cl,Active
378,9725965,C1=CC=C2C(=C1)C=NN=C2N/N=C/C3=CC=CC=N3,Active
379,135521587,CC1=CC(=C(C=C1)C(C)C)OCC2=CC=C(C=C2)C(=O)N/N=C/C3=C(C=C(C=C3)O)O,Active
380,2930234,CCCC(=O)NC(C1=CC=CO1)C2=CC(=C3C=CC=NC3=C2O)Cl,Active
381,16745864,CCCNC(=O)C1=CC2=C(C=C1)C(=O)C(=C(N2)C3=CC=C(C=C3)C)O,Active
382,5036077,C1=CC(=NC=C1OC(=O)COC2=CC(=C(C=C2Cl)Cl)Cl)C=NNC(=S)N,Active
383,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Active
384,2857250,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N=CC3=C(NN(C3=O)C4=CC(=C(C=C4)C)C)C,Active
385,5763840,C1=CC=C(C(=C1)C(=O)NNC(=S)NC(=O)/C=C/C2=CC=CS2)O,Active
386,135521558,COC1=CC=CC(=C1O)/C=N/NC2=C(C(=NC=N2)Cl)N,Active
387,2876872,CCCC(=O)NC(C1=CC=C(C=C1)OC)C2=C(C3=C(C=CC=N3)C=C2)O,Active
388,66377,CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Active
389,3671778,C=CCSC1=NSC(=N1)NC(=O)NC2=CC=C(C=C2)F,Active
390,1933277,COC1=CC=C(C=C1)C(=O)NC(=S)NNC(=O)C2=CC=CC=C2O,Active
391,2167979,C1=CC(=C(C=C1NC(=O)CC(C(F)(F)F)(C(F)(F)F)O)Cl)Cl,Active
392,3095210,CCCCNC1=CC(=O)C(=O)C2=CC=CC=C21,Active
393,3765921,CCSC1=NSC(=N1)NC(=O)NC2=CC(=CC=C2)F,Active
394,2920814,CC(C)C(=O)NC(C1=C(C=C(C=C1)Cl)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,Active
395,1147047,CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2C=NC3=C2C=C(C(=C3)C)C,Active
396,2922155,CC(=O)NC(C1=CC=C(C=C1)N(C)C)C2=CC(=C3C=CC=NC3=C2O)Cl,Active
397,3606315,C1=CC2=C(C=CN=C2C=NNC(=S)N)C(=C1)C(F)(F)F,Active
398,3136131,CCC(=O)NC(C1=CC=C(C=C1)OC)C2=CC(=C3C=CC=NC3=C2O)Cl,Active
399,135675946,C1=CC(=C(C(=C1/C=N/NC2=NN=C(C=C2)Cl)O)O)O,Active
400,135412312,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N=CC3=C(CC(CC3=O)(C)C)O,Active
401,5351279,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-],Active
402,3136134,CCC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
403,3136125,CCCC(=O)NC(C1=CC=C(C=C1)C(C)C)C2=C(C3=C(C=CC=N3)C=C2)O,Inactive
404,9637112,C/C(=N\NC1=NN2C=NN=C2C=C1)/C3=CC=CC=N3,Inactive
405,14671620,C1CCNC(=O)CCC(=O)N(CCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O,Inactive
406,3136121,CC(=O)NC(C1=C(C=C(C=C1)Cl)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,Inactive
407,4171355,CC1=C(C=CC(=C1)[N+](=O)[O-])C2=CC=C(O2)C3NC4=CC=CC=C4C(=O)N3O,Inactive
408,9566818,C1=CC=C2C(=C1)N=C(S2)N/N=C/C3=CC=CC=N3,Inactive
409,3005040,CC1=CC(=CC=C1)NC(=S)NN=C(C)C2=CC=CC=N2,Inactive
410,2020,CCCCCC(CC(=O)NO)C(=O)NC(C(C)C)C(=O)N1CCCC1CO,Inactive
411,135479518,COC1=CC(=C(C=C1)/C=N/NC(=O)C2=NN(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4)O,Inactive
412,4042376,C1=CC2=C(C=CN=C2C=NNC(=S)N)C(=C1)C(C(C(F)(F)F)(F)F)(F)F,Inactive
413,9685271,C1=CC=C2C(=C1)C=CC(=N2)/C=N/NC3=C(C(=NC=N3)Cl)N,Inactive
414,135519928,C1=CC=C(C=C1)CN2C(=C(C3=CC=CC=C3C2=O)/C=N/NC(=O)C4=CN=CC=C4)O,Inactive
415,805087,C1=CC=C(C=C1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)Cl,Inactive
416,2344236,C1=CC=C2C=C(C(=CC2=C1)C(=O)NNC(=S)NC(=O)C3=CC=CO3)O,Inactive
417,135521626,CCN(CC)C1=CC(=C(C=C1)/C=N/NC(=S)NCC2=CC=CC=C2)O,Inactive
418,721948,C1=CC(=CC=C1C#N)NC(=O)NC2=CC=C(C=C2)Cl,Inactive
419,3005719,CC(=NNC(=S)NC1=CC=CC=C1OC)C2=CC=CC=N2,Inactive
420,237338,CC1=C(N=C(N1)N=NC2=CC=CC=C2)N=NC3=CC=CC=C3,Inactive
421,2921404,CC(C)C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC(=O)C,Inactive
422,2729976,C1=CC(=C(C=C1NC2=NN=C(S2)C(F)(F)F)Cl)F,Inactive
423,135497984,CN1C=CC=C1C2=NNC(=C2)C(=O)N/N=C/C3=C(C(=CC=C3)OC)O,Inactive
424,392790,CC(=NNC1=NC2=CC=CC=C2O1)C3=NC=CC=N3,Inactive
425,49789836,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)C(C4=CC(=CC=C4)Cl)O,Inactive
426,283138,CC1C2=C(C3C(O1)CC(=O)O3)C(=O)C4=C(C2=O)C(=CC=C4)O,Inactive
427,7661741,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=NC=C3)C(=O)NNC(=O)C4=CC=CC=C4O,Inactive
428,135517033,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC(=O)C3=CC(=CC=C3)C(F)(F)F)O,Inactive
429,3113283,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N=CC3=C(N(C(=O)NC3=O)C4=CC=C(C=C4)Cl)O,Inactive
430,18109116,CCOC1=CC2=C(C=C1)OC(=C2C)C(=O)NNC(=O)C3=CC=CC=C3O,Inactive
431,16745860,CC1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)C(=O)C(=C(N3)C4=CC=C(C=C4)C)O,Inactive
432,2486837,CC1=CC(=C(C=C1)C)S(=O)(=O)N2CCN(CC2)CC3=C4C=CC=NC4=C(C=C3)O,Inactive
433,49791323,COC1=CC=CC(=C1)C2=CN=C(N2)C(C3=CC(=CC(=C3)Cl)Cl)O,Inactive
434,2929884,CCCC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
435,2920952,CCCCC(=O)NC(C1=CC=C(C=C1)N(CC)CC)C2=C(C3=C(C=CC=N3)C=C2)O,Inactive
436,3136123,CCC(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CS3,Inactive
437,2928707,CCCC(=O)NC(C1=CC(=C(C=C1)OC)OC)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
438,2928736,CCCCC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive
439,5157422,C1=CC=C2C(=C1)C(=O)N(C(N2)C3=CC=C(O3)C4=CC(=CC=C4)Cl)O,Inactive
440,4100469,C1=CC=C(C=C1)C2=C(N=C(N2)N=NC3=CC=CC=C3O)C4=CC=CC=C4,Inactive
