Protein,Ligand,Best Run,Binding Energy (kcal/mol)
model_01_psef_protein,potassium-canrenoate,2,-9.27
model_01_psef_protein,motolimod,2,-9.26
model_01_psef_protein,R-268712,33,-9.26
model_01_psef_protein,A-839977,55,-9.26
model_01_psef_protein,YS-201,71,-9.26
model_01_psef_protein,LY2603618,100,-9.26
model_01_psef_protein,SJ-733,16,-9.26
model_01_psef_protein,metatinib,93,-9.26
model_01_psef_protein,pelanserin,2,-9.26
model_01_psef_protein,veledimex,13,-9.26
model_01_psef_protein,SU014813,13,-9.26
model_01_psef_protein,lithocholic-acid,4,-9.26
model_01_psef_protein,"hydrastine-(1R,9S)",9,-9.25
model_01_psef_protein,enoxolone,32,-9.25
model_01_psef_protein,AMZ30,68,-9.25
model_01_psef_protein,lylamine,50,-9.25
model_01_psef_protein,PA-452,73,-9.25
model_01_psef_protein,tyrphostin-AG-825,82,-9.25
model_01_psef_protein,ebrotidine,91,-9.25
model_01_psef_protein,elagolix,21,-9.25
model_01_psef_protein,propafenone,27,-9.25
model_01_psef_protein,OMDM-2,99,-9.25
model_01_psef_protein,rosiptor,12,-9.25
model_01_psef_protein,tribenoside,27,-9.25
model_01_psef_protein,MSDC-0160,4,-9.25
model_01_psef_protein,AZD3965,21,-9.25
model_01_psef_protein,cilostamide,95,-9.25
model_01_psef_protein,PNU-177864,91,-9.24
model_01_psef_protein,RU-28318,43,-9.24
model_01_psef_protein,BAY-8002,23,-9.24
model_01_psef_protein,lomerizine,53,-9.24
model_01_psef_protein,estramustine-phosphate,90,-9.24
model_01_psef_protein,GS-9973,23,-9.24
model_01_psef_protein,ginsenoside-C-K,68,-9.24
model_01_psef_protein,teprenone,99,-9.24
model_01_psef_protein,androstenone,1,-9.24
model_01_psef_protein,AL-8697,26,-9.24
model_01_psef_protein,TMN-355,24,-9.23
model_01_psef_protein,KHS-101,66,-9.23
model_01_psef_protein,JNJ-16259685,12,-9.23
model_01_psef_protein,BRD-K92093830-003-35-7,23,-9.23
model_01_psef_protein,vinpocetine,37,-9.23
model_01_psef_protein,butenafine,61,-9.23
model_01_psef_protein,"trans-4-[8-(3-fluorophenyl)-1,7-naphthyridin-6-yl]cyclohexanecarboxylic-acid",2,-9.23
model_01_psef_protein,prednicarbate,79,-9.23
model_01_psef_protein,TG-02,66,-9.23
model_01_psef_protein,tideglusib,29,-9.22
model_01_psef_protein,vatinoxan,10,-9.22
model_01_psef_protein,ME0328,91,-9.22
model_01_psef_protein,verdinexor,91,-9.22
model_01_psef_protein,Y-29794,76,-9.22
model_01_psef_protein,torin-2,6,-9.22
model_01_psef_protein,omega-(4-iodophenyl)pentadecanoic-acid,81,-9.22
model_01_psef_protein,KR-33494,77,-9.22
model_01_psef_protein,AI-10-49,100,-9.22
model_01_psef_protein,verucerfont,68,-9.22
model_01_psef_protein,TCS-OX2-29,89,-9.22
model_01_psef_protein,semagacestat,37,-9.22
model_01_psef_protein,A-381393,39,-9.22
model_01_psef_protein,IPA-3,8,-9.22
model_01_psef_protein,geranyl-farnesylacetate,46,-9.21
model_01_psef_protein,PSI-7976,28,-9.21
model_01_psef_protein,idasanutlin,29,-9.21
model_01_psef_protein,OSI-930,5,-9.21
model_01_psef_protein,NMS-E973,13,-9.21
model_01_psef_protein,S-trityl-L-cysteine,19,-9.21
model_01_psef_protein,ubenimex,51,-9.21
model_01_psef_protein,acalabrutinib,64,-9.21
model_01_psef_protein,astragaloside-a,55,-9.21
model_01_psef_protein,AS-2444697,16,-9.21
model_01_psef_protein,cefaclor,30,-9.21
model_01_psef_protein,BAY-41-2272,18,-9.2
model_01_psef_protein,thymol-iodide,28,-9.2
model_01_psef_protein,GNF-2,63,-9.2
model_01_psef_protein,cintirorgon,95,-9.2
model_01_psef_protein,PH-797804,87,-9.2
model_01_psef_protein,PU-H71,33,-9.19
model_01_psef_protein,neuropathiazol,58,-9.19
model_01_psef_protein,azacyclonol,29,-9.19
model_01_psef_protein,PP-121,77,-9.19
model_01_psef_protein,"6,7-dehydro-17-acetoxy-progesterone",59,-9.19
model_01_psef_protein,bosentan,38,-9.19
model_01_psef_protein,BMS-309403,60,-9.19
model_01_psef_protein,TY-52156,82,-9.19
model_01_psef_protein,nadide,65,-9.19
model_01_psef_protein,A-939572,99,-9.19
model_01_psef_protein,JNJ-7706621,29,-9.19
model_01_psef_protein,corosolic-acid,26,-9.19
model_01_psef_protein,florifenine,67,-9.19
model_01_psef_protein,CUDC-101,30,-9.18
model_01_psef_protein,BMS-707035,78,-9.18
model_01_psef_protein,BMS-649,57,-9.18
model_01_psef_protein,MSDC-0602K,84,-9.18
model_01_psef_protein,PF-06463922,67,-9.18
model_01_psef_protein,pimecrolimus,18,-9.18
model_01_psef_protein,AMG-9810,50,-9.18
model_01_psef_protein,rogaratinib,88,-9.18
model_01_psef_protein,clebopride,46,-9.18
model_01_psef_protein,U-50488-(-),18,-9.18
model_01_psef_protein,VU10010,50,-9.18
model_01_psef_protein,GDC-0349,43,-9.18
model_01_psef_protein,CJ-033466,97,-9.17
model_01_psef_protein,ADX-47273,72,-9.17
model_01_psef_protein,NGP555,60,-9.17
model_01_psef_protein,fenofibrate,37,-9.17
model_01_psef_protein,rifabutin,21,-9.17
model_01_psef_protein,benproperine,2,-9.17
model_01_psef_protein,mycophenolate-mofetil,3,-9.17
model_01_psef_protein,cilnidipine,48,-9.17
model_01_psef_protein,LDN193189,24,-9.17
model_01_psef_protein,AZD3759,81,-9.17
model_01_psef_protein,enocitabine,49,-9.17
model_01_psef_protein,quinapril,58,-9.17
model_01_psef_protein,dienogest,46,-9.17
model_01_psef_protein,chidamide,4,-9.17
model_01_psef_protein,deflazacort,34,-9.16
model_01_psef_protein,PZ-2891,51,-9.16
model_01_psef_protein,AT-9283,39,-9.16
model_01_psef_protein,progesterone,70,-9.16
model_01_psef_protein,dioscin,23,-9.16
model_01_psef_protein,dabigatran,84,-9.16
model_01_psef_protein,chlormadinone-acetate,67,-9.16
model_01_psef_protein,garenoxacin,52,-9.16
model_01_psef_protein,LSZ-102,2,-9.16
model_01_psef_protein,LY2828360,9,-9.16
model_01_psef_protein,Ro-90-7501,78,-9.16
model_01_psef_protein,AZD0156,28,-9.16
model_01_psef_protein,pimodivir,25,-9.16
model_01_psef_protein,yohimbine,36,-9.16
model_01_psef_protein,clozapine,12,-9.15
model_01_psef_protein,VU0364439,12,-9.15
model_01_psef_protein,cinacalcet,27,-9.15
model_01_psef_protein,BET-BAY-002,67,-9.15
model_01_psef_protein,seletalisib,73,-9.15
model_01_psef_protein,ML9,41,-9.15
model_01_psef_protein,VCH-916,15,-9.15
model_01_psef_protein,gliclazide,36,-9.15
model_01_psef_protein,ceftiofur,17,-9.15
model_01_psef_protein,vincristine,60,-9.15
model_01_psef_protein,adarotene,39,-9.15
model_01_psef_protein,linifanib,25,-9.15
model_01_psef_protein,CGP-60474,46,-9.15
model_01_psef_protein,PRT062070,40,-9.14
model_01_psef_protein,SB-269970,20,-9.14
model_01_psef_protein,cabazitaxel,92,-9.14
model_01_psef_protein,dapoxetine,54,-9.14
model_01_psef_protein,EED226,13,-9.14
model_01_psef_protein,AS-1949490,26,-9.14
model_01_psef_protein,piperacillin,9,-9.14
model_01_psef_protein,dapivirine,32,-9.14
model_01_psef_protein,CCMI,29,-9.13
model_01_psef_protein,tebipenem,61,-9.13
model_01_psef_protein,AMG-837,14,-9.13
model_01_psef_protein,meclocycline-sulfosalicylate,8,-9.13
model_01_psef_protein,thonzonium,7,-9.13
model_01_psef_protein,SB-657510,45,-9.13
model_01_psef_protein,prulifloxacin,79,-9.13
model_01_psef_protein,ciglitazone,13,-9.13
model_01_psef_protein,tenovin-1,32,-9.13
model_01_psef_protein,ML281,72,-9.13
model_01_psef_protein,SB-772077B,88,-9.13
model_01_psef_protein,lorlatinib,35,-9.12
model_01_psef_protein,DSR-6434,23,-9.12
model_01_psef_protein,HTMT,25,-9.12
model_01_psef_protein,quinagolide,60,-9.12
model_01_psef_protein,deforolimus,15,-9.12
model_01_psef_protein,adomeglivant,2,-9.12
model_01_psef_protein,endoxifen,49,-9.12
model_01_psef_protein,HMN-214,46,-9.12
model_01_psef_protein,spiroxatrine,70,-9.11
model_01_psef_protein,dacinostat,72,-9.11
model_01_psef_protein,TEPP-46,91,-9.11
model_01_psef_protein,ONO-4817,60,-9.11
model_01_psef_protein,apalutamide,24,-9.11
model_01_psef_protein,estradiol-3-O-sulfamate,17,-9.11
model_01_psef_protein,setipiprant,9,-9.11
model_01_psef_protein,BGT226,14,-9.11
model_01_psef_protein,verapamil,39,-9.11
model_01_psef_protein,CS-110266,46,-9.11
model_01_psef_protein,BMS-182874,86,-9.11
model_01_psef_protein,BML-190,81,-9.11
model_01_psef_protein,prasterone-acetate,10,-9.11
model_01_psef_protein,N-MPPP,23,-9.11
model_01_psef_protein,dehydrocholate,24,-9.11
model_01_psef_protein,phenothrin,99,-9.11
model_01_psef_protein,oxiconazole,8,-9.11
model_01_psef_protein,FCE-22250,75,-9.11
model_01_psef_protein,EN460,34,-9.11
model_01_psef_protein,KS-176,58,-9.1
model_01_psef_protein,SB-706375,1,-9.1
model_01_psef_protein,clomifene,40,-9.1
model_01_psef_protein,avagacestat,40,-9.1
model_01_psef_protein,ertapenem,61,-9.1
model_01_psef_protein,etoposide,69,-9.1
model_01_psef_protein,NGD-94-1,66,-9.1
model_01_psef_protein,iloprost,96,-9.1
model_01_psef_protein,LDN-209929,97,-9.1
model_01_psef_protein,alclometasone-dipropionate,91,-9.1
model_01_psef_protein,7-keto-DHEA,7,-9.1
model_01_psef_protein,eliprodil,60,-9.1
model_01_psef_protein,CO-101244,89,-9.1
model_01_psef_protein,dipivefrine,17,-9.1
model_01_psef_protein,betrixaban,13,-9.09
model_01_psef_protein,NVS-PAK1-1,6,-9.09
model_01_psef_protein,K-strophanthidin,78,-9.09
model_01_psef_protein,tolnaftate,31,-9.09
model_01_psef_protein,tretinoin,35,-9.09
model_01_psef_protein,alogliptin,15,-9.09
model_01_psef_protein,MD-920,4,-9.09
model_01_psef_protein,suxibuzone,87,-9.09
model_01_psef_protein,BAY-1251152,33,-9.09
model_01_psef_protein,WP1130,77,-9.09
model_01_psef_protein,XBD173,25,-9.09
model_01_psef_protein,finasteride,51,-9.09
model_01_psef_protein,betamethasone-butyrate-propionate,78,-9.09
model_01_psef_protein,MRS-2578,53,-9.08
model_01_psef_protein,SU16f,58,-9.08
model_01_psef_protein,asciminib,63,-9.08
model_01_psef_protein,SB-399885,24,-9.08
model_01_psef_protein,VU0240551,88,-9.08
model_01_psef_protein,GKT137831,29,-9.08
model_01_psef_protein,almorexant,33,-9.08
model_01_psef_protein,ceruletide,65,-9.08
model_01_psef_protein,nafadotride,85,-9.08
model_01_psef_protein,LY2452473,5,-9.08
model_01_psef_protein,cabotegravir,29,-9.08
model_01_psef_protein,terutroban,50,-9.08
model_01_psef_protein,liothyronine,2,-9.08
model_01_psef_protein,LUF-5834,37,-9.08
model_01_psef_protein,azithromycin,24,-9.07
model_01_psef_protein,LY266097,87,-9.07
model_01_psef_protein,dalcetrapib,26,-9.07
model_01_psef_protein,SCH-58261,55,-9.07
model_01_psef_protein,CPI-0610,30,-9.07
model_01_psef_protein,E7820,83,-9.07
model_01_psef_protein,formestane,12,-9.07
model_01_psef_protein,voreloxin,24,-9.07
model_01_psef_protein,sertaconazole,80,-9.06
model_01_psef_protein,macozinone,100,-9.06
model_01_psef_protein,mepenzolate,15,-9.06
model_01_psef_protein,INH1,43,-9.06
model_01_psef_protein,A-412997,16,-9.06
model_01_psef_protein,desoxycortone,44,-9.06
model_01_psef_protein,acetyl-11-keto-beta-boswellic-acid,48,-9.06
model_01_psef_protein,talniflumate,3,-9.06
model_01_psef_protein,GW-542573X,33,-9.06
model_01_psef_protein,baloxavir-marboxil,71,-9.06
model_01_psef_protein,CA-4948,69,-9.06
model_01_psef_protein,DMH4,95,-9.06
model_01_psef_protein,estradiol-valerate,76,-9.06
model_01_psef_protein,epothilone-B,65,-9.06
model_01_psef_protein,pirodavir,29,-9.06
model_01_psef_protein,ITX3,24,-9.06
model_01_psef_protein,cefamandole,99,-9.06
model_01_psef_protein,pipenzolate,79,-9.05
model_01_psef_protein,oprozomib,48,-9.05
model_01_psef_protein,pirozadil,28,-9.05
model_01_psef_protein,risdiplam,37,-9.05
model_01_psef_protein,balicatib,19,-9.05
model_01_psef_protein,L-365260,66,-9.05
model_01_psef_protein,travoprost,11,-9.05
model_01_psef_protein,salirasib,53,-9.05
model_01_psef_protein,methysergide,99,-9.05
model_01_psef_protein,PF-06747775,61,-9.05
model_01_psef_protein,duloxetine,96,-9.05
model_01_psef_protein,"1,5-dicaffeoylquinic-acid",9,-9.05
model_01_psef_protein,NAV-26,41,-9.04
model_01_psef_protein,KW-3902,68,-9.04
model_01_psef_protein,valsartan,82,-9.04
model_01_psef_protein,bardoxolone,47,-9.04
model_01_psef_protein,BAY-60-6583,86,-9.04
model_01_psef_protein,A-366,17,-9.04
model_01_psef_protein,fomocaine,89,-9.04
model_01_psef_protein,deferasirox-iron-chelate,66,-9.04
model_01_psef_protein,sonidegib,50,-9.04
model_01_psef_protein,PD-168077,77,-9.04
model_01_psef_protein,centpropazine,11,-9.04
model_01_psef_protein,tenalisib,34,-9.04
model_01_psef_protein,G-1,58,-9.04
model_01_psef_protein,AT-7519,68,-9.03
model_01_psef_protein,bexarotene,79,-9.03
model_01_psef_protein,NNC-711,74,-9.03
model_01_psef_protein,azlocillin,55,-9.03
model_01_psef_protein,BMS-817378,37,-9.03
model_01_psef_protein,cipemastat,54,-9.03
model_01_psef_protein,GW-803430,23,-9.03
model_01_psef_protein,tucidinostat,42,-9.03
model_01_psef_protein,TCS-PIM-1-1,28,-9.03
model_01_psef_protein,levo-phencynonate,66,-9.03
model_01_psef_protein,genz-644282,63,-9.03
model_01_psef_protein,cyclovalone,100,-9.03
model_01_psef_protein,trazodone,33,-9.03
model_01_psef_protein,4-PPBP,7,-9.03
model_01_psef_protein,etonogestrel,87,-9.03
model_01_psef_protein,SR-27897,43,-9.03
model_01_psef_protein,BIBR-1532,88,-9.03
model_01_psef_protein,anecortave-acetate,36,-9.03
model_01_psef_protein,LXH254,14,-9.03
model_01_psef_protein,rifaximin,15,-9.03
model_01_psef_protein,tibolone,44,-9.02
model_01_psef_protein,altrenogest,63,-9.02
model_01_psef_protein,GSK0660,15,-9.02
model_01_psef_protein,volinanserin,79,-9.02
model_01_psef_protein,MK-0812,9,-9.02
model_01_psef_protein,D-4476,48,-9.02
model_01_psef_protein,eucatropine,13,-9.02
model_01_psef_protein,PD-407824,8,-9.02
model_01_psef_protein,RG108,83,-9.02
model_01_psef_protein,osemozotan,98,-9.02
model_01_psef_protein,WP1066,80,-9.02
model_01_psef_protein,JK-184,41,-9.02
model_01_psef_protein,EDO-S101,85,-9.01
model_01_psef_protein,thiethylperazine,77,-9.01
model_01_psef_protein,GR-113808,90,-9.01
model_01_psef_protein,caroverin,27,-9.01
model_01_psef_protein,diclazuril,95,-9.01
model_01_psef_protein,ticagrelor,80,-9.01
model_01_psef_protein,teijin-compound-1,27,-9.01
model_01_psef_protein,flibanserin,24,-9.01
model_01_psef_protein,WYE-354,4,-9.01
model_01_psef_protein,verubecestat,3,-9.01
model_01_psef_protein,ilaprazole,94,-9.01
model_01_psef_protein,mosapride,74,-9.01
model_01_psef_protein,U-54494A,54,-9.01
model_01_psef_protein,chlorcyclizine,21,-9.01
model_01_psef_protein,pamabrom,57,-9.01
model_01_psef_protein,PF-5274857,60,-9.0
model_01_psef_protein,BMY-7378,57,-9.0
model_01_psef_protein,SCP-1,89,-9.0
model_01_psef_protein,CP-99994,40,-9.0
model_01_psef_protein,ONO-AE3-208,42,-9.0
model_01_psef_protein,vismodegib,68,-9.0
model_01_psef_protein,cefamandole-nafate,82,-9.0
model_01_psef_protein,CYM-5520,92,-9.0
model_01_psef_protein,salvianolic-acid-B,73,-9.0
model_01_psef_protein,tiplaxtinin,57,-9.0
model_01_psef_protein,JTE-013,84,-9.0
model_01_psef_protein,NI-57,72,-9.0
model_01_psef_protein,PHA-793887,55,-9.0
model_01_psef_protein,hydrocortisone-acetate,55,-9.0
model_01_psef_protein,AZD7687,91,-9.0
model_01_psef_protein,ceftriaxone,58,-9.0
model_01_psef_protein,naringin-dihydrochalcone,71,-8.99
model_01_psef_protein,MK-2295,61,-8.99
model_01_psef_protein,cephalexin,69,-8.99
model_01_psef_protein,imidazoacridinone,3,-8.99
model_01_psef_protein,oxiperomide,13,-8.99
model_01_psef_protein,nelociguat,19,-8.99
model_01_psef_protein,CC-223,30,-8.99
model_01_psef_protein,KL-001,74,-8.99
model_01_psef_protein,LY2584702,16,-8.99
model_01_psef_protein,FGIN-1-27,93,-8.99
model_01_psef_protein,N-(2-chlorophenyl)-2-({(2E)-2-[1-(2-pyridinyl)ethylidene]hydrazino}carbothioyl)hydrazinecarbothioamide,43,-8.99
model_01_psef_protein,hydrocortisone-valerate,28,-8.99
model_01_psef_protein,trelagliptin,36,-8.99
model_01_psef_protein,hydrocortisone-hemisuccinate,24,-8.99
model_01_psef_protein,terciprazine,46,-8.99
model_01_psef_protein,YM-298198-desmethyl,3,-8.99
model_01_psef_protein,empagliflozin,15,-8.99
model_01_psef_protein,BW-723C86,34,-8.99
model_01_psef_protein,bekanamycin,83,-8.99
model_01_psef_protein,SR-3677,54,-8.99
model_01_psef_protein,MK-3697,56,-8.98
model_01_psef_protein,lanabecestat,83,-8.98
model_01_psef_protein,savolitinib,16,-8.98
model_01_psef_protein,oleandrin,40,-8.98
model_01_psef_protein,AC-710,18,-8.98
model_01_psef_protein,BRL-52537,12,-8.98
model_01_psef_protein,metrizamide,93,-8.98
model_01_psef_protein,"1,12-Besm",52,-8.98
model_01_psef_protein,cisapride,91,-8.98
model_01_psef_protein,L-152804,65,-8.98
model_01_psef_protein,gestodene,2,-8.98
model_01_psef_protein,Ro-48-6791,52,-8.98
model_01_psef_protein,LY2886721,82,-8.98
model_01_psef_protein,brequinar,16,-8.98
model_01_psef_protein,TC-H-106,68,-8.98
model_01_psef_protein,5'-chloro-5'-deoxy-ENBA-(+_-),44,-8.98
model_01_psef_protein,benzotript,91,-8.98
model_01_psef_protein,A-485,94,-8.98
model_01_psef_protein,tropisetron,50,-8.98
model_01_psef_protein,anacetrapib,98,-8.98
model_01_psef_protein,ORY-1001,84,-8.98
model_01_psef_protein,valspodar,95,-8.97
model_01_psef_protein,LY255283,87,-8.97
model_01_psef_protein,epristeride,23,-8.97
model_01_psef_protein,MK-6096,71,-8.97
model_01_psef_protein,PF-4800567,86,-8.97
model_01_psef_protein,vatalanib,8,-8.97
model_01_psef_protein,retinyl-acetate,43,-8.97
model_01_psef_protein,toceranib,56,-8.97
model_01_psef_protein,cefpodoxime,97,-8.97
model_01_psef_protein,fluoxetine,93,-8.97
model_01_psef_protein,digitoxigenin,5,-8.97
model_01_psef_protein,terguride,95,-8.97
model_01_psef_protein,pioglitazone,14,-8.97
model_01_psef_protein,TWS-119,29,-8.97
model_01_psef_protein,AIM-100,41,-8.96
model_01_psef_protein,cefpirome,93,-8.96
model_01_psef_protein,cetilistat,6,-8.96
model_01_psef_protein,dofetilide,8,-8.96
model_01_psef_protein,AZD3839,29,-8.96
model_01_psef_protein,SP-141,39,-8.96
model_01_psef_protein,PF-04937319,4,-8.96
model_01_psef_protein,GSK189254,73,-8.96
model_01_psef_protein,ethaverine,61,-8.96
model_01_psef_protein,silymarin,46,-8.96
model_01_psef_protein,resmetirom,69,-8.96
model_01_psef_protein,isepamicin,29,-8.96
model_01_psef_protein,Y-39983,10,-8.96
model_01_psef_protein,batimastat,94,-8.96
model_01_psef_protein,naratriptan,6,-8.96
model_01_psef_protein,cinanserin,88,-8.96
model_01_psef_protein,GMX1778,11,-8.96
model_01_psef_protein,AC-7954-(+_-),99,-8.95
model_01_psef_protein,cefradine,39,-8.95
model_01_psef_protein,convallatoxin,31,-8.95
model_01_psef_protein,pimethixene,53,-8.95
model_01_psef_protein,CZC24832,30,-8.95
model_01_psef_protein,serdemetan,90,-8.95
model_01_psef_protein,ertugliflozin,47,-8.95
model_01_psef_protein,tosufloxacin,7,-8.95
model_01_psef_protein,CP-316819,44,-8.95
model_01_psef_protein,LY344864,6,-8.95
model_01_psef_protein,danazol,41,-8.95
model_01_psef_protein,nifekalant,71,-8.95
model_01_psef_protein,alfuzosin,10,-8.95
model_01_psef_protein,droloxifene,22,-8.94
model_01_psef_protein,ML324,40,-8.94
model_01_psef_protein,norethindrone,32,-8.94
model_01_psef_protein,pridinol,31,-8.94
model_01_psef_protein,sotagliflozin,37,-8.94
model_01_psef_protein,CPI-613,75,-8.94
model_01_psef_protein,levomequitazine,40,-8.94
model_01_psef_protein,cathepsin-inhibitor-1,30,-8.94
model_01_psef_protein,parsaclisib,5,-8.93
model_01_psef_protein,mebeverine,27,-8.93
model_01_psef_protein,Ro-28-1675,84,-8.93
model_01_psef_protein,isofloxythepin,75,-8.93
model_01_psef_protein,SB-243213,55,-8.93
model_01_psef_protein,capsazepine,84,-8.93
model_01_psef_protein,fruquintinib,10,-8.93
model_01_psef_protein,TC-LPA5-4,33,-8.93
model_01_psef_protein,palovarotene,74,-8.93
model_01_psef_protein,SB-216641,22,-8.93
model_01_psef_protein,LY320135,32,-8.93
model_01_psef_protein,aprepitant,50,-8.93
model_01_psef_protein,pexidartinib,42,-8.93
model_01_psef_protein,nemonapride,25,-8.93
model_01_psef_protein,elesclomol,50,-8.93
model_01_psef_protein,indapamide,75,-8.93
model_01_psef_protein,L-701324,91,-8.93
model_01_psef_protein,A-317491,99,-8.93
model_01_psef_protein,siremadlin,26,-8.92
model_01_psef_protein,AMG-517,49,-8.92
model_01_psef_protein,picotamide,23,-8.92
model_01_psef_protein,CID-16020046,89,-8.92
model_01_psef_protein,salvianolic-acid-A,91,-8.92
model_01_psef_protein,cortisone,78,-8.92
model_01_psef_protein,rislenemdaz,60,-8.92
model_01_psef_protein,naftidrofuryl,65,-8.92
model_01_psef_protein,gallopamil,25,-8.92
model_01_psef_protein,carteolol,74,-8.92
model_01_psef_protein,ulifloxacin,45,-8.92
model_01_psef_protein,wortmannin,19,-8.92
model_01_psef_protein,omega-3-acid-esters,17,-8.92
model_01_psef_protein,eldecalcitol,62,-8.92
model_01_psef_protein,cyclovirobuxin-D,64,-8.92
model_01_psef_protein,TC-NTR1-17,78,-8.91
model_01_psef_protein,VLX1570,97,-8.91
model_01_psef_protein,VLX600,46,-8.91
model_01_psef_protein,UNC3230,17,-8.91
model_01_psef_protein,SRT3190,41,-8.91
model_01_psef_protein,mezlocillin,80,-8.91
model_01_psef_protein,BW-348U87,48,-8.91
model_01_psef_protein,alprostadil,67,-8.91
model_01_psef_protein,wiskostatin,53,-8.91
model_01_psef_protein,DSM265,25,-8.91
model_01_psef_protein,losmapimod,87,-8.9
model_01_psef_protein,taprenepag,4,-8.9
model_01_psef_protein,linaclotide,68,-8.9
