epoch,step,train_loss_epoch,train_loss_step,val/roc,val_loss
0,22,,,0.7582585215568542,0.6111853718757629
0,22,0.7994296550750732,,,
1,45,,,0.8480000495910645,0.47259777784347534
1,45,0.4182035028934479,,,
2,49,,0.21189355850219727,,
2,68,,,0.8608980178833008,0.47069719433784485
2,68,0.2314566671848297,,,
3,91,,,0.8610612154006958,0.5214751362800598
3,91,0.11639627069234848,,,
4,99,,0.06543490290641785,,
4,114,,,0.8628571033477783,0.5501980185508728
4,114,0.0829581618309021,,,
5,137,,,0.8600272536277771,0.5830870866775513
5,137,0.04878297448158264,,,
6,149,,0.018089618533849716,,
6,160,,,0.8574694395065308,0.6404293775558472
6,160,0.02750549279153347,,,
7,183,,,0.8581768870353699,0.6602463126182556
7,183,0.018036924302577972,,,
8,199,,0.006405922118574381,,
8,206,,,0.859319806098938,0.686881959438324
8,206,0.018645431846380234,,,
9,229,,,0.8586122393608093,0.6977764368057251
9,229,0.0135197713971138,,,
10,249,,0.009094055742025375,,
10,252,,,0.858884334564209,0.7209672331809998
10,252,0.009842464700341225,,,
11,275,,,0.8577958941459656,0.7380958795547485
11,275,0.008047493174672127,,,
12,298,,,0.858884334564209,0.7572690844535828
12,298,0.007100967690348625,,,
13,299,,0.0060040936805307865,,
13,321,,,0.858721137046814,0.7760213613510132
13,321,0.005042871925979853,,,
14,344,,,0.858721137046814,0.7822998762130737
14,344,0.003685055999085307,,,
15,349,,0.002701184945181012,,
15,367,,,0.8576871156692505,0.7983323931694031
15,367,0.0035260331351310015,,,
16,390,,,0.8575237989425659,0.8136412501335144
16,390,0.0030046592000871897,,,
17,399,,0.0022007946390658617,,
17,413,,,0.8575782179832458,0.8188045620918274
17,413,0.0027134560514241457,,,
18,436,,,0.8581769466400146,0.8282390236854553
18,436,0.0024627528619021177,,,
19,449,,0.00209982180967927,,
19,459,,,0.8575237989425659,0.8356515169143677
19,459,0.0039838398806750774,,,
20,482,,,0.8562177419662476,0.8441031575202942
20,482,0.002604399574920535,,,
21,499,,0.0014548737090080976,,
21,505,,,0.8571428656578064,0.8521636724472046
21,505,0.0038809601683169603,,,
22,528,,,0.8572517037391663,0.853767991065979
22,528,0.003130322089418769,,,
23,549,,0.0024780898820608854,,
23,551,,,0.8567619323730469,0.8592301607131958
23,551,0.0022453893907368183,,,
24,574,,,0.8573061227798462,0.8671064972877502
24,574,0.0019988908898085356,,,
25,597,,,0.8571428656578064,0.8706647157669067
25,597,0.0017910400638356805,,,
26,599,,0.0015738931251689792,,
26,620,,,0.8573605418205261,0.8753678202629089
26,620,0.0015604360960423946,,,
27,643,,,0.8573061227798462,0.8816531300544739
27,643,0.0015229230048134923,,,
28,649,,0.0012008340563625097,,
28,666,,,0.8572516441345215,0.8827752470970154
28,666,0.0014534619404003024,,,
29,689,,,0.8568707704544067,0.9031128287315369
29,689,0.0032361107878386974,,,
30,699,,0.0011177092092111707,,
30,712,,,0.8562721014022827,0.8953824043273926
30,712,0.0014559158589690924,,,
31,735,,,0.8567075133323669,0.8976238965988159
31,735,0.001868759747594595,,,
32,749,,0.0014511614572256804,,
32,758,,,0.856653094291687,0.9003537893295288
32,758,0.0017496674554422498,,,
33,781,,,0.8561088442802429,0.9100024700164795
33,781,0.001928361365571618,,,
34,799,,0.0018120288150385022,,
34,804,,,0.8563265204429626,0.9031363725662231
34,804,0.001323144999332726,,,
35,827,,,0.8564354181289673,0.9108822345733643
35,827,0.001168077695183456,,,
36,849,,0.0017204255564138293,,
36,850,,,0.8564898371696472,0.9133426547050476
36,850,0.001145417452789843,,,
37,873,,,0.8565986752510071,0.9276576638221741
37,873,0.001794688287191093,,,
38,896,,,0.8563809990882874,0.9255595803260803
38,896,0.002002387074753642,,,
39,899,,0.0010483984369784594,,
39,919,,,0.856653094291687,0.9192714095115662
39,919,0.0012383888242766261,,,
40,942,,,0.8562177419662476,0.9291819930076599
40,942,0.0016826423816382885,,,
41,949,,0.001534600043669343,,
41,965,,,0.8559456467628479,0.930392324924469
41,965,0.001364337862469256,,,
42,988,,,0.8564354181289673,0.9322220087051392
42,988,0.001274597248993814,,,
43,999,,0.0008079860126599669,,
43,1011,,,0.8564897775650024,0.9314025640487671
43,1011,0.0010900034103542566,,,
44,1034,,,0.8562721610069275,0.9341731667518616
44,1034,0.0013525537215173244,,,
45,1049,,0.0011660244781523943,,
45,1057,,,0.8561633229255676,0.9346325397491455
45,1057,0.0009736057254485786,,,
46,1080,,,0.8562177419662476,0.9413369297981262
46,1080,0.001342702773399651,,,
47,1099,,0.0009277641074731946,,
47,1103,,,0.8562176823616028,0.9363768696784973
47,1103,0.0009402544237673283,,,
48,1126,,,0.8563809990882874,0.9406483173370361
48,1126,0.0009466896299272776,,,
49,1149,,0.000474281347123906,,
49,1149,,,0.8564354181289673,0.9400109648704529
49,1149,0.0008766487590037286,,,
