epoch,step,train_loss_epoch,train_loss_step,val/roc,val_loss
0,22,,,0.751727819442749,0.6149190068244934
0,22,0.8029338121414185,,,
1,45,,,0.843483030796051,0.4776230454444885
1,45,0.4156958758831024,,,
2,49,,0.21416515111923218,,
2,68,,,0.8574150204658508,0.48070597648620605
2,68,0.230579674243927,,,
3,91,,,0.8587755560874939,0.5286101698875427
3,91,0.11708352714776993,,,
4,99,,0.06533591449260712,,
4,114,,,0.8610612750053406,0.5551309585571289
4,114,0.08339065313339233,,,
5,137,,,0.8577958345413208,0.5860615968704224
5,137,0.05020937696099281,,,
6,149,,0.0192172359675169,,
6,160,,,0.8557277917861938,0.6445764899253845
6,160,0.027505725622177124,,,
7,183,,,0.8567074537277222,0.6632972955703735
7,183,0.018098799511790276,,,
8,199,,0.006691534537822008,,
8,206,,,0.8571428656578064,0.6894451975822449
8,206,0.019276322796940804,,,
9,229,,,0.8564353585243225,0.6981264352798462
9,229,0.013740692287683487,,,
10,249,,0.009540383704006672,,
10,252,,,0.8581768870353699,0.7176599502563477
10,252,0.010059943422675133,,,
11,275,,,0.8579047918319702,0.7350446581840515
11,275,0.008173143491148949,,,
12,298,,,0.8577414155006409,0.753263533115387
12,298,0.007078199181705713,,,
13,299,,0.005866684019565582,,
13,321,,,0.85806804895401,0.7716093063354492
13,321,0.004923301748931408,,,
14,344,,,0.8576327562332153,0.7771886587142944
14,344,0.0036600755993276834,,,
15,349,,0.0028354860842227936,,
15,367,,,0.8572517037391663,0.7934929728507996
15,367,0.0035556890070438385,,,
16,390,,,0.8570339679718018,0.8057140111923218
16,390,0.0030327357817441225,,,
17,399,,0.002204588847234845,,
17,413,,,0.8568707704544067,0.8134968280792236
17,413,0.0027072636876255274,,,
18,436,,,0.8569796085357666,0.8213838338851929
18,436,0.0024696800392121077,,,
19,449,,0.0022274134680628777,,
19,459,,,0.8565986156463623,0.8336629271507263
19,459,0.003949449397623539,,,
20,482,,,0.8561632037162781,0.8379050493240356
20,482,0.002478870330378413,,,
21,499,,0.0014364836970344186,,
21,505,,,0.8565442562103271,0.846900999546051
21,505,0.0038149922620505095,,,
22,528,,,0.8569796085357666,0.8498957753181458
22,528,0.0029875088948756456,,,
23,549,,0.0028158025816082954,,
23,551,,,0.8570340275764465,0.8524461388587952
23,551,0.0022291149944067,,,
24,574,,,0.8569251298904419,0.8606092929840088
24,574,0.0019861955661326647,,,
25,597,,,0.8569251894950867,0.8636379837989807
25,597,0.0017882281681522727,,,
26,599,,0.0019057639874517918,,
26,620,,,0.8569795489311218,0.8681163191795349
26,620,0.0015608371468260884,,,
27,643,,,0.8567619323730469,0.8743433356285095
27,643,0.001527617103420198,,,
28,649,,0.0011773251462727785,,
28,666,,,0.8565441370010376,0.8751923441886902
28,666,0.0014490358298644423,,,
29,689,,,0.8562721014022827,0.8962605595588684
29,689,0.003142483066767454,,,
30,699,,0.0010999195510521531,,
30,712,,,0.8562176823616028,0.8866869807243347
30,712,0.0014703626511618495,,,
31,735,,,0.8564897179603577,0.8900907039642334
31,735,0.0018564474303275347,,,
32,749,,0.0014919997192919254,,
32,758,,,0.8564897775650024,0.8932897448539734
32,758,0.0016666427254676819,,,
33,781,,,0.8565986156463623,0.9003006815910339
33,781,0.0018623870564624667,,,
34,799,,0.0017644105246290565,,
34,804,,,0.8565442562103271,0.8964749574661255
34,804,0.0013023345964029431,,,
35,827,,,0.8568164110183716,0.9025990962982178
35,827,0.001171326031908393,,,
36,849,,0.001497667282819748,,
36,850,,,0.8567075729370117,0.9047828912734985
36,850,0.001149702467955649,,,
37,873,,,0.856653094291687,0.9163267016410828
37,873,0.0017735094297677279,,,
38,896,,,0.8561088442802429,0.9172232747077942
38,896,0.001910694525577128,,,
39,899,,0.0010142299579456449,,
39,919,,,0.8561088442802429,0.9107263684272766
39,919,0.0012346955481916666,,,
40,942,,,0.8562177419662476,0.9203460812568665
40,942,0.0015990890096873045,,,
41,949,,0.0014692351687699556,,
41,965,,,0.8563265204429626,0.9212403297424316
41,965,0.0013455173466354609,,,
42,988,,,0.8563265204429626,0.9229536652565002
42,988,0.0012678488856181502,,,
43,999,,0.0008112956420518458,,
43,1011,,,0.8562176823616028,0.9226805567741394
43,1011,0.001081940601579845,,,
44,1034,,,0.8559455275535583,0.925658643245697
44,1034,0.001283071469515562,,,
45,1049,,0.0011894000926986337,,
45,1057,,,0.8557822704315186,0.9260495901107788
45,1057,0.000971904955804348,,,
46,1080,,,0.8561089038848877,0.9310863018035889
46,1080,0.0013295095413923264,,,
47,1099,,0.000956319272518158,,
47,1103,,,0.8562721610069275,0.9278928637504578
47,1103,0.0009375926456414163,,,
48,1126,,,0.8561632633209229,0.9314263463020325
48,1126,0.0009435690590180457,,,
49,1149,,0.0004744017496705055,,
49,1149,,,0.8562721014022827,0.9310171008110046
49,1149,0.0008751366403885186,,,
